;8;127;10;10
dire;;;;
les;;;;
gros;;;;
mots;;;;
d';;;;
enfants;;;;
de;;;;
la;;;;
rue;;;;
et;;;;
jurer;;;;
le;;;;
nom;;;;
de;;;;
Notre-Seigneur;;;;
.;;;;
Tout;;;;
en;;;;
jouant;;;;
,;;;;
j';;;;
appris;;;;
a;;;;
faire;;;;
comme;;;;
lui;;;;
,;;;;
et;;;;
un;;;;
jour;;;;
,;;;;
en;;;;
pleine;;;;
table;;;;
,;;;;
un;;;;
formidable;;;;
juron;;;;
m';;;;
echappa;;;;
je;;;;
ne;;;;
sais;;;;
comment;;;;
.;;;;
Consternation;;;;
generalel;;;;
Qui;;;;
t';;;;
a;;;;
appris;;;;
cela;;;;
?;;;;
Ou;;;;
l';;;;
as;;;;
-;;;;
tu;;;;
entendu;;;;
?;;;;
n;;;;
Ce;;;;
fut;;;;
un;;;;
evenement;;;;
.;;;;
M.;;X;;
Eyssette;;X;;
parla;;;;
tout;;;;
de;;;;
suite;;;;
de;;;;
me;;;;
mettre;;;;
dans;;;;
une;;;;
maison;;;;
de;;;;
correction;;;;
	;;;;
mon;;;;
grand;;;;
frere;;;;
l';;X;;
abbe;;X;;
dit;;;;
qu';;;;
avant;;;;
toute;;;;
chose;;;;
on;;;;
devait;;;;
m';;;;
envoyer;;;;
a;;;;
confesse;;;;
,;;;;
puisque;;;;
j';;;;
avais;;;;
l';;;;
age;;;;
de;;;;
raison;;;;
.;;;;
On;;;;
me;;;;
mena;;;;
a;;;;
confesse;;;;
.;;;;
Grande;;;;
affairel;;;;
Il;;;;
fallait;;;;
ramasser;;;;
dans;;;;
tous;;;;
les;;;;
coins;;;;
de;;;;
ma;;;;
conscience;;;;
un;;;;
tas;;;;
de;;;;
vieux;;;;
peches;;;;
qui;;;;
trainaient;;;;
l;;;;
depuis;;;;
sept;;;;
ans;;;;
.;;;;
e;;;;
ne;;;;
dormis;;;;
pas;;;;
de;;;;
deux;;;;
nuits;;;;
	;;;;
c';;;;
est;;;;
qu';;;;
il;;;;
y;;;;
en;;;;
avait;;;;
toute;;;;
une;;;;
paneree;;;;
de;;;;
ces;;;;
diables;;;;
de;;;;
peches;;;;
	;;;;
j';;;;
avais;;;;
mis;;;;
les;;;;
plus;;;;
petits;;;;
dessus;;;;
,;;;;
mais;;;;
c';;;;
est;;;;
egal;;;;
,;;;;
les;;;;
autres;;;;
se;;;;
voyaient;;;;
,;;;;
et;;;;
lorsque;;;;
,;;;;
agenouille;;;;
dans;;;;
la;;;;
petite;;;;
armoire;;;;
de;;;;
chenc;;;;
,;;;;
il;;;;
fallut;;;;
montrer;;;;
tout;;;;
cela;;;;
au;;X;;
cure;;X;;
des;;X;;
Recollets;;X;;
,;;;;
je;;;;
crus;;;;
que;;;;
je;;;;
mourrais;;;;
de;;;;
peur;;;;
et;;;;
de;;;;
confusion;;;;
...;;;;
Ce;;;;
fut;;;;
fini;;;;
.;;;;
Je;;;;
ne;;;;
voulus;;;;
plus;;;;
jouer;;;;
avec;;;;
Rouget;;X;;
	;;;;
je;;;;
savais;;;;
mainte-;;;;
nant;;;;
,;;;;
c';;;;
est;;;;
saint;;X;;
Paul;;X;;
qui;;;;
l';;;;
a;;;;
dit;;;;
et;;;;
le;;X;;
cure;;X;;
des;;X;;
Recollets;;X;;
me;;;;
le;;;;
repeta;;;;
,;;;;
que;;;;
le;;;;
demon;;;;
rode;;;;
eternellement;;;;
autour;;;;
de;;;;
nous;;;;
comme;;;;
un;;;;
lion;;;;
,;;;;
qterens;;;;
quem;;;;
deoret;;;;
.;;;;
Ohl;;;;
ce;;;;
querens;;;;
quem;;;;
deoret;;;;
,;;;;
quelle;;;;
impression;;;;
il;;;;
me;;;;
fitl;;;;
Je;;;;
savais;;;;
aussi;;;;
que;;;;
cet;;;;
intrigant;;;;
de;;;;
Lucifer;;X;;
prend;;;;
tous;;;;
les;;;;
visages;;;;
qu';;;;
il;;;;
veut;;;;
pour;;;;
vous;;;;
tenter;;;;
	;;;;
et;;;;
vous;;;;
ne;;;;
m';;;;
auriez;;;;
pas;;;;
ote;;;;
de;;;;
l';;;;
idee;;;;
qu';;;;
il;;;;
s';;;;
etait;;;;
cache;;;;
dans;;;;
la;;;;
peau;;;;
de;;X;;
Rouget;;X;;
pour;;;;
m';;;;
apprendre;;;;
a;;;;
jurer;;;;
le;;;;
nom;;;;
de;;;;
Dieu;;X;;
.;;;;
Aussi;;;;
,;;;;
mon;;;;
premier;;;;
soin;;;;
,;;;;
en;;;;
rentrant;;;;
a;;;;
la;;;;
fabrique;;;;
,;;;;
fut;;;;
d';;;;
avertir;;;;
Vendredi;;X;;
qu';;;;
il;;;;
eut;;;;
a;;;;
rester;;;;
chez;;;;
lui;;;;
dorenavant;;;;
.;;;;
Infortune;;;;
Vendredil;;X;;
Cet;;;;
ukase;;;;
lui;;;;
creva;;;;
le;;;;
coeur;;;;
,;;;;
mais;;;;
il;;;;
s';;;;
y;;;;
conforma;;;;
sans;;;;
une;;;;
plainte;;;;
.;;;;
Quelquefois;;;;
,;;;;
je;;;;
l';;;;
apercevais;;;;
debout;;;;
,;;;;
sur;;;;
la;;;;
porte;;;;
de;;;;
la;;;;
loge;;;;
,;;;;
du;;;;
cote;;;;
des;;;;
ateliers;;;;
	;;;;
il;;;;
se;;;;
tenait;;;;
la;;;;
tristement;;;;
	;;;;
et;;;;
lorsqu';;;;
il;;;;
voyait;;;;
que;;;;
je;;;;
le;;;;
regardais;;;;
,;;;;
le;;;;
malheureux;;;;
poussait;;;;
pour;;;;
m';;;;
attendrir;;;;
les;;;;
plus;;;;
effroyables;;;;
rugissements;;;;
,;;;;
en;;;;
agitant;;;;
sa;;;;
criniere;;;;
flamboyante;;;;
	;;;;
mais;;;;
plusy;;;;
LE;;;;
PETIT;;;;
CHOSE;;;;
il;;;;
rugissait;;;;
,;;;;
plus;;;;
je;;;;
me;;;;
tenais;;;;
loin;;;;
.;;;;
Je;;;;
trouvais;;;;
qu';;;;
il;;;;
ressemblait;;;;
au;;;;
fameux;;;;
lion;;;;
querens;;;;
.;;;;
e;;;;
lui;;;;
criais;;;;
:;;;;
a;;;;
Va;;;;
-;;;;
t';;;;
enl;;;;
tu;;;;
me;;;;
fais;;;;
horreur.o;;;;
Rouget;;X;;
s';;;;
obstina;;;;
a;;;;
rugir;;;;
ainsi;;;;
pendant;;;;
quelques;;;;
jours;;;;
	;;;;
puis;;;;
,;;;;
un;;;;
matin;;;;
,;;;;
son;;;;
pere;;;;
,;;;;
fatigue;;;;
de;;;;
ses;;;;
rugissements;;;;
a;;;;
domicile;;;;
,;;;;
l';;;;
envoya;;;;
rugir;;;;
en;;;;
apprentissage;;;;
,;;;;
et;;;;
je;;;;
ne;;;;
le;;;;
revis;;;;
plus;;;;
.;;;;
Mon;;;;
enthousiasme;;;;
pour;;;;
Robinson;;X;;
n';;;;
en;;;;
fut;;;;
pas;;;;
un;;;;
instant;;;;
refroidi;;;;
.;;;;
Tout;;;;
juste;;;;
vers;;;;
ce;;;;
temps;;;;
-;;;;
la;;;;
,;;;;
l';;X;;
oncle;;X;;
Baptiste;;X;;
se;;;;
degota;;;;
subitement;;;;
de;;;;
son;;;;
perroquet;;;;
et;;;;
me;;;;
le;;;;
donna;;;;
.;;;;
Ce;;;;
perroquet;;;;
remplaca;;;;
Vendredi;;X;;
.;;;;
Je;;;;
l';;;;
installai;;;;
dans;;;;
une;;;;
belle;;;;
cage;;;;
au;;;;
fond;;;;
de;;;;
ma;;;;
residence;;;;
d';;;;
hiver;;;;
	;;;;
et;;;;
me;;;;
voila;;;;
,;;;;
plus;;;;
Crusoe;;X;;
que;;;;
jamais;;;;
,;;;;
passant;;;;
mes;;;;
journees;;;;
en;;;;
tete;;;;
a;;;;
tete;;;;
avec;;;;
cet;;;;
interessant;;;;
volatile;;;;
et;;;;
cherchant;;;;
a;;;;
lui;;;;
faire;;;;
dire;;;;
:;;;;
Robinson;;X;;
,;;;;
mon;;;;
pauvre;;;;
Robinsonln;;X;;
Comprenez;;;;
-vous;;;;
cela;;;;
Ce;;;;
perroquet;;;;
,;;;;
que;;;;
l';;X;;
oncle;;X;;
Baptiste;;X;;
m';;;;
avait;;;;
donne;;;;
pour;;;;
se;;;;
debarrasser;;;;
de;;;;
son;;;;
eternel;;;;
bavardage;;;;
,;;;;
s';;;;
obstina;;;;
a;;;;
ne;;;;
pas;;;;
parler;;;;
des;;;;
qu';;;;
il;;;;
fut;;;;
a;;;;
moi;;;;
...;;;;
Pas;;;;
plus;;;;
mon;;;;
pauvre;;;;
Robinsonn;;X;;
qu';;;;
autre;;;;
chose;;;;
	;;;;
jamais;;;;
je;;;;
n';;;;
en;;;;
pus;;;;
rien;;;;
tirer;;;;
.;;;;
Malgre;;;;
cela;;;;
,;;;;
je;;;;
l';;;;
aimais;;;;
beaucoup;;;;
et;;;;
j';;;;
en;;;;
avais;;;;
le;;;;
plus;;;;
grand;;;;
soin;;;;
.;;;;
Nous;;;;
vivions;;;;
ainsi;;;;
,;;;;
mon;;;;
perroquet;;;;
et;;;;
moi;;;;
,;;;;
dans;;;;
la;;;;
plus;;;;
austere;;;;
solitude;;;;
,;;;;
lorsqu';;;;
un;;;;
matin;;;;
il;;;;
m';;;;
arriva;;;;
une;;;;
chose;;;;
vraiment;;;;
extraordinaire;;;;
.;;;;
Ce;;;;
jour;;;;
-;;;;
la;;;;
,;;;;
j';;;;
avais;;;;
quitte;;;;
ma;;;;
cabane;;;;
de;;;;
bonne;;;;
heure;;;;
et;;;;
je;;;;
faisais;;;;
,;;;;
arme;;;;
jusqu';;;;
aux;;;;
dents;;;;
,;;;;
un;;;;
voyage;;;;
d';;;;
exploration;;;;
a;;;;
travers;;;;
mon;;;;
fle;;;;
...;;;;
Tout;;;;
h;;;;
coup;;;;
,;;;;
je;;;;
vis;;;;
venir;;;;
de;;;;
mon;;;;
cOote;;;;
un;;;;
groupe;;;;
de;;;;
trois;;;;
ou;;;;
quatre;;;;
personnes;;;;
,;;;;
qui;;;;
parlaient;;;;
a;;;;
voix;;;;
tres;;;;
haute;;;;
et;;;;
gesticulaient;;;;
vivement;;;;
.;;;;
uste;;;;
Dieul;;X;;
des;;;;
hommes;;;;
dans;;;;
mon;;;;
flel;;;;
e;;;;
n';;;;
eus;;;;
que;;;;
le;;;;
temps;;;;
de;;;;
me;;;;
jeter;;;;
derriere;;;;
un;;;;
bouquet;;;;
de;;;;
lauriers;;;;
-;;;;
roses;;;;
,;;;;
et;;;;
a;;;;
plat;;;;
ventre;;;;
,;;;;
s';;;;
il;;;;
vous;;;;
plaft;;;;
...;;;;
Les;;;;
hommes;;;;
passerent;;;;
pres;;;;
de;;;;
moi;;;;
sans;;;;
me;;;;
voir;;;;
...;;;;
Je;;;;
crus;;;;
distinguer;;;;
la;;;;
voix;;;;
du;;X;;
concierge;;X;;
Colombe;;X;;
,;;;;
ce;;;;
qui;;;;
me;;;;
rassura;;;;
un;;;;
peu;;;;
	;;;;
mais;;;;
,;;;;
c';;;;
est;;;;
egal;;;;
,;;;;
des;;;;
qu';;;;
ils;;;;
furent;;;;
loin;;;;
je;;;;
sortis;;;;
de;;;;
ma;;;;
cachette;;;;
et;;;;
je;;;;
les;;;;
suivis;;;;
distance;;;;
pour;;;;
voir;;;;
ce;;;;
que;;;;
tout;;;;
cela;;;;
deviendrait;;;;
...;;;;
Ces;;;;
etrangers;;;;
resterent;;;;
longtemps;;;;
dans;;;;
mon;;;;
ile;;;;
...;;;;
Ils;;;;
la;;;;
visiterent;;;;
d';;;;
un;;;;
bout;;;;
a;;;;
l';;;;
autre;;;;
dans;;;;
tous;;;;
ses;;;;
details;;;;
.;;;;
Je;;;;
les;;;;
vis;;;;
entrer;;;;
dans;;;;
mes;;;;
grottes;;;;
et;;;;
sonder;;;;
avec;;;;
leurs;;;;
cannes;;;;
la;;;;
profondeur;;;;
de;;;;
mes;;;;
oceans;;;;
:;;;;
De;;;;
temps;;;;
en;;;;
temps;;;;
ils;;;;
s';;;;
arretaient;;;;
et;;;;
remuaient;;;;
la;;;;
tete;;;;
.;;;;
Toute;;;;
ma;;;;
crainte;;;;
etait;;;;
qu';;;;
ils;;;;
ne;;;;
vinssent;;;;
a;;;;
decouvrir;;;;
mes;;;;
residences;;;;
...;;;;
(;;;;
Que;;;;
serais;;;;
-je;;;;
devenu;;;;
,;;;;
grand;;;;
Dieul;;X;;
Heureusement;;;;
,;;;;
il;;;;
n';;;;
en;;;;
fut;;;;
rien;;;;
,;;;;
et;;;;
au;;;;
bout;;;;
d';;;;
une;;;;
demi-heure;;;;
,;;;;
les;;;;
hommes;;;;
se;;;;
retirerent;;;;
sans;;;;
se;;;;
douter;;;;
seulement;;;;
que;;;;
l';;;;
le;;;;
etait;;;;
habitee;;;;
.;;;;
Des;;;;
qu';;;;
ils;;;;
furent;;;;
partis;;;;
,;;;;
je;;;;
courus;;;;
m';;;;
enfermer;;;;
dans;;;;
une;;;;
de;;;;
mes;;;;
cabanes;;;;
,;;;;
et;;;;
passai;;;;
la;;;;
le;;;;
reste;;;;
du;;;;
jour;;;;
a;;;;
me;;;;
demander;;;;
quels;;;;
etaient;;;;
ces;;;;
hommes;;;;
et;;;;
ce;;;;
qu';;;;
ils;;;;
etaient;;;;
venus;;;;
faire;;;;
.;;;;
L;;;;
4;;;;
-;;;;
-;;;;
a;;;;
';;;;
IZ;;;;
3,t;;;;
L---;;;;
A;;;;
IlP;;;;
-;;;;
I.;;;;
L;;;;
1;;;;
.l;;;;
-;;;;
.-;;;;
1E.;;;;
s;;;;
Fe1;;;;
I;;;;
,;;;;
-;;;;
--;;;;
-;;;;
3;;;;
a.;;;;
1;;;;
3;;;;
=;;;;
-;;;;
ii;;;;
N;;;;
-;;;;
);;;;
N;;;;
EZEYt;;;;
:;;;;
t;;;;
.;;;;
l;;;;
Lri;;;;
lx;;;;
,;;;;
-;;;;
,;;;;
s;;;;
,;;;;
p;;;;
`;;;;
.;;;;
.y-;;;;
	;;;;
.I;;;;
-;;;;
AI;;;;
--;;;;
c;;;;
.;;;;
.;;;;
.;;;;
L;;;;
i;;;;
I-;;;;
fi;;;;
ytP;;;;
:;;;;
Gei4;;;;
-3;;;;
=;;;;
--L;;;;
-;;;;
.L.;;;;
r;;;;
ie;;;;
L3;;;;
N;;;;
.-;;;;
.;;;;
t;;;;
z;;;;
P;;;;
';;;;
-L;;;;
-;;;;
=;;;;
essC;;;;
--;;;;
r;;;;
r;;;;
e;;;;
';;;;
I;;;;
.;;;;
-;;;;
-e;;;;
--L;;;;
=;;;;
-;;;;
z;;;;
--;;;;
z';;;;
allais;;;;
le;;;;
savoir;;;;
bientot;;;;
.;;;;
LA;;;;
FABRIOQUE;;;;
Le;;;;
soir;;;;
,;;;;
a;;;;
souper;;;;
,;;;;
M.;;X;;
Eyssette;;X;;
nous;;;;
annongca;;;;
solennellement;;;;
que;;;;
la;;;;
fabrique;;;;
etait;;;;
vendue;;;;
,;;;;
et;;;;
que;;;;
,;;;;
dans;;;;
un;;;;
mois;;;;
,;;;;
nous;;;;
partirions;;;;
tous;;;;
pour;;;;
Lyon;X;;;
,;;;;
o;;;;
nous;;;;
allions;;;;
demeurer;;;;
desormais;;;;
.;;;;
Ce;;;;
fut;;;;
un;;;;
coup;;;;
terrible;;;;
.;;;;
Il;;;;
me;;;;
sembla;;;;
que;;;;
le;;;;
ciel;;;;
croulait;;;;
.;;;;
La;;;;
fabrique;;;;
venduel;;;;
...;;;;
Eh;;;;
bienl;;;;
et;;;;
mon;;;;
ile;;;;
,;;;;
mes;;;;
grottes;;;;
,;;;;
mes;;;;
cabanes;;;;
?;;;;
IIelasl;;;;
l';;;;
fle;;;;
,;;;;
les;;;;
grottes;;;;
,;;;;
les;;;;
cabanes;;;;
,;;;;
M.;;;;
Eyssette;;;;
avait;;;;
tout;;;;
vendu;;;;
	;;;;
il;;;;
fallait;;;;
tout;;;;
quitter;;;;
.;;;;
Dieu;;;;
,;;;;
que;;;;
je;;;;
pleuraisl;;;;
...;;;;
Pendant;;;;
un;;;;
mois;;;;
,;;;;
tandis;;;;
qu';;;;
a;;;;
la;;;;
maison;;;;
on;;;;
emballait;;;;
les;;;;
glaces;;;;
,;;;;
la;;;;
vaisselle;;;;
,;;;;
je;;;;
me;;;;
promenais;;;;
triste;;;;
et;;;;
seul;;;;
dans;;;;
ma;;;;
chere;;;;
fabrique;;;;
.;;;;
Je;;;;
n';;;;
avais;;;;
plus;;;;
le;;;;
ceur;;;;
a;;;;
jouer;;;;
,;;;;
vous;;;;
pensez;;;;
...;;;;
ohl;;;;
non;;;;
...;;;;
J';;;;
allais;;;;
m';;;;
asseoir;;;;
dans;;;;
tous;;;;
les;;;;
coins;;;;
,;;;;
et;;;;
regardant;;;;
les;;;;
objets;;;;
autour;;;;
de;;;;
moi;;;;
,;;;;
je;;;;
leur;;;;
parlais;;;;
comme;;;;
des;;;;
personnes;;;;
	;;;;
je;;;;
disais;;;;
aux;;;;
platanes;;;;
:;;;;
Adieu;;;;
,;;;;
mes;;;;
chers;;;;
amisln;;;;
et;;;;
aux;;;;
bassins;;;;
:;;;;
C';;;;
est;;;;
fini;;;;
,;;;;
nous;;;;
ne;;;;
nous;;;;
verrons;;;;
plusln;;;;
Il;;;;
y;;;;
avait;;;;
dans;;;;
le;;;;
fond;;;;
du;;;;
jardin;;;;
un;;;;
grand;;;;
grenadier;;;;
dont;;;;
les;;;;
belles;;;;
fleurs;;;;
rouges;;;;
s';;;;
epanouissaient;;;;
au;;;;
soleil;;;;
.;;;;
e;;;;
lui;;;;
dis;;;;
en;;;;
sanglotant;;;;
:;;;;
Donne;;;;
-moi;;;;
une;;;;
de;;;;
tes;;;;
fleurs.n;;;;
Il;;;;
me;;;;
la;;;;
donna;;;;
.;;;;
e;;;;
la;;;;
mis;;;;
dans;;;;
ma;;;;
poitrine;;;;
,;;;;
en;;;;
souvenir;;;;
de;;;;
lui;;;;
.;;;;
J';;;;
etais;;;;
tres;;;;
malheureux;;;;
.;;;;
Pourtant;;;;
,;;;;
au;;;;
milieu;;;;
de;;;;
cette;;;;
grande;;;;
douleur;;;;
,;;;;
deux;;;;
chosces;;;;
me;;;;
faisaient;;;;
sourire;;;;
:;;;;
d';;;;
abord;;;;
la;;;;
pensee;;;;
de;;;;
monter;;;;
sur;;;;
un;;;;
navire;;;;
,;;;;
puis;;;;
la;;;;
permission;;;;
qu';;;;
on;;;;
m';;;;
avait;;;;
donnee;;;;
d';;;;
emporter;;;;
mon;;;;
perroquet;;;;
avec;;;;
moi;;;;
.;;;;
Je;;;;
me;;;;
disais;;;;
que;;;;
Robinson;;;;
avait;;;;
quitte;;;;
son;;;;
ile;;;;
dans;;;;
des;;;;
conditions;;;;
a;;;;
peu;;;;
pres;;;;
semblables;;;;
,;;;;
et;;;;
cela;;;;
me;;;;
donnait;;;;
du;;;;
courage;;;;
.;;;;
Enfin;;;;
,;;;;
le;;;;
jour;;;;
du;;;;
dpart;;;;
arriva;;;;
.;;;;
MI;;;;
.;;;;
Eyssette;;;;
etait;;;;
deja;;;;
a;;;;
Lyon;;;;
depuis;;;;
une;;;;
semaine;;;;
.;;;;
Il;;;;
avait;;;;
pris;;;;
les;;;;
devants;;;;
avec;;;;
les;;;;
gros;;;;
meubles;;;;
.;;;;
Je;;;;
partis;;;;
donc;;;;
en;;;;
compagnie;;;;
de;;;;
acques;;;;
,;;;;
de;;;;
ma;;;;
mere;;;;
et;;;;
de;;;;
la;;;;
vieille;;;;
Annou;;;;
.;;;;
Mon;;;;
grand;;;;
frere;;;;
l';;;;
abbe;;;;
ne;;;;
partait;;;;
pas;;;;
,;;;;
mis;;;;
il;;;;
nous;;;;
accompagna;;;;
jusqu';;;;
a;;;;
la;;;;
diligence;;;;
de;;;;
Beaucaire;;;;
,;;;;
et;;;;
aussi;;;;
le;;;;
concierge;;;;
Colombe;;;;
nous;;;;
accompagna;;;;
.;;;;
C';;;;
est;;;;
lui;;;;
qui;;;;
marchait;;;;
devant;;;;
en;;;;
poussant;;;;
une;;;;
enorme;;;;
brouette;;;;
chargee;;;;
de;;;;
malles;;;;
.;;;;
Derriere;;;;
venait;;;;
mon;;;;
frere;;;;
l';;;;
abbe;;;;
,;;;;
donnant;;;;
le;;;;
bras;;;;
a;;;;
Me;;;;
Eyssette;;;;
.;;;;
MIon;;;;
pauvre;;;;
abbe;;;;
,;;;;
que;;;;
je;;;;
ne;;;;
devais;;;;
plus;;;;
revoirl;;;;
La;;;;
vieille;;;;
Annou;;;;
marchait;;;;
ensuite;;;;
,;;;;
flanquee;;;;
d';;;;
un;;;;
enorme;;;;
parapluic;;;;
bleu;;;;
et;;;;
de;;;;
Jacques;;;;
,;;;;
qui;;;;
etait;;;;
bien;;;;
content;;;;
d';;;;
aller;;;;
a;;;;
Lyon;;;;
,;;;;
mais;;;;
qui;;;;
sanglotait;;;;
tout;;;;
de;;;;
meme;;;;
...;;;;
Enfin;;;;
,;;;;
ha;;;;
la;;;;
queue;;;;
de;;;;
la;;;;
colonne;;;;
venait;;;;
Daniel;;;;
Eyssette;;;;
,;;;;
portant;;;;
gravement;;;;
la;;;;
cage;;;;
du;;;;
perroquet;;;;
et;;;;
se;;;;
retour-;;;;
nant;;;;
a;;;;
chaque;;;;
pas;;;;
du;;;;
cote;;;;
de;;;;
sa;;;;
chere;;;;
fabrique;;;;
.;;;;
LE;;;;
PETIT;;;;
CHIOSE;;;;
A;;;;
mesure;;;;
que;;;;
la;;;;
caravane;;;;
s';;;;
eloignait;;;;
,;;;;
l';;;;
arbre;;;;
aux;;;;
grenades;;;;
se;;;;
haussait;;;;
tant;;;;
qu';;;;
il;;;;
pouvait;;;;
par;;;;
-;;;;
dessus;;;;
les;;;;
murs;;;;
du;;;;
jardin;;;;
pour;;;;
la;;;;
voir;;;;
encore;;;;
une;;;;
fois;;;;
...;;;;
Les;;;;
platanes;;;;
agitaient;;;;
leurs;;;;
branches;;;;
en;;;;
signe;;;;
d';;;;
adieu;;;;
...;;;;
Daniel;;;;
Eyssette;;;;
,;;;;
tres;;;;
emu;;;;
,;;;;
leur;;;;
envoyait;;;;
des;;;;
baisers;;;;
a;;;;
tous;;;;
,;;;;
furtivement;;;;
et;;;;
du;;;;
bout;;;;
des;;;;
doigts;;;;
.;;;;
Ie;;;;
quittai;;;;
mon;;;;
ile;;;;
le;;;;
go;;;;
septembre;;;;
8;;;;
...;;;;
LES;;;;
BABAROTTES;;;;
(;;;;
);;;;
O;;;;
choses;;;;
de;;;;
mon;;;;
enfance;;;;
,;;;;
quelle;;;;
impression;;;;
vous;;;;
m';;;;
avez;;;;
laisseel;;;;
Il;;;;
me;;;;
semble;;;;
que;;;;
c';;;;
est;;;;
hier;;;;
,;;;;
ce;;;;
voyage;;;;
sur;;;;
le;;;;
Rh6ne;;;;
.;;;;
Je;;;;
vois;;;;
encore;;;;
le;;;;
bateau;;;;
,;;;;
ses;;;;
passagers;;;;
,;;;;
son;;;;
equipage;;;;
	;;;;
j';;;;
entends;;;;
le;;;;
bruit;;;;
des;;;;
roues;;;;
et;;;;
le;;;;
sifflet;;;;
de;;;;
la;;;;
machine;;;;
.;;;;
Le;;;;
capitaine;;;;
s';;;;
appelait;;;;
Genies;;;;
,;;;;
le;;;;
maftre;;;;
coq;;;;
Montelimart;;;;
.;;;;
On;;;;
n';;;;
oublie;;;;
pas;;;;
ces;;;;
choses;;;;
-;;;;
la;;;;
.;;;;
La;;;;
traversee;;;;
dura;;;;
trois;;;;
jours;;;;
.;;;;
Je;;;;
passai;;;;
ces;;;;
trois;;;;
jours;;;;
sur;;;;
le;;;;
pont;;;;
,;;;;
descendant;;;;
au;;;;
salon;;;;
juste;;;;
pour;;;;
manger;;;;
et;;;;
dormir;;;;
.;;;;
Le;;;;
reste;;;;
du;;;;
temps;;;;
,;;;;
j';;;;
allais;;;;
me;;;;
mettre;;;;
a;;;;
la;;;;
pointe;;;;
extreme;;;;
du;;;;
navire;;;;
,;;;;
pres;;;;
de;;;;
l';;;;
ancre;;;;
.;;;;
Il;;;;
y;;;;
avait;;;;
la;;;;
une;;;;
grosse;;;;
cloche;;;;
qu';;;;
on;;;;
sonnait;;;;
en;;;;
entrant;;;;
dans;;;;
les;;;;
villes;;;;
:;;;;
je;;;;
m';;;;
asseyais;;;;
a;;;;
cote;;;;
de;;;;
cette;;;;
cloche;;;;
,;;;;
parmi;;;;
des;;;;
tas;;;;
de;;;;
cordes;;;;
	;;;;
je;;;;
posais;;;;
la;;;;
cage;;;;
du;;;;
perroquet;;;;
entre;;;;
mes;;;;
jambes;;;;
et;;;;
je;;;;
regardais;;;;
.;;;;
Le;;;;
Rhone;;;;
etait;;;;
si;;;;
large;;;;
qu';;;;
on;;;;
voyait;;;;
a;;;;
peine;;;;
ses;;;;
rives;;;;
.;;;;
Moi;;;;
,;;;;
je;;;;
l';;;;
aurais;;;;
voulu;;;;
encore;;;;
plus;;;;
large;;;;
,;;;;
et;;;;
qu';;;;
il;;;;
se;;;;
ft;;;;
appele;;;;
:;;;;
la;;;;
merl;;;;
Le;;;;
ciel;;;;
riait;;;;
,;;;;
l';;;;
onde;;;;
etait;;;;
verte;;;;
.;;;;
De;;;;
grandes;;;;
barques;;;;
descendaient;;;;
au;;;;
fil;;;;
de;;;;
l';;;;
eau;;;;
.;;;;
Des;;;;
mariniers;;;;
,;;;;
gueant;;;;
le;;;;
fleuve;;;;
a;;;;
dos;;;;
de;;;;
mules;;;;
,;;;;
passaient;;;;
pres;;;;
de;;;;
nous;;;;
en;;;;
chantant;;;;
.;;;;
Parfois;;;;
,;;;;
le;;;;
bateau;;;;
longeait;;;;
quelque;;;;
ile;;;;
bien;;;;
touffue;;;;
,;;;;
couverte;;;;
de;;;;
joncs;;;;
(;;;;
r;;;;
);;;;
Nom;;;;
donne;;;;
dans;;;;
le;;;;
Midi;;;;
a;;;;
ces;;;;
gros;;;;
insectes;;;;
noirs;;;;
que;;;;
1'Academie;;;;
appelle;;;;
des;;;;
blttes;;;;
et;;;;
les;;;;
gens;;;;
du;;;;
Nord;;;;
des;;;;
s;;;;
cafards;;;;
,;;;;
LE;;;;
PETIT;;;;
CHOSE;;;;
et;;;;
de;;;;
saules;;;;
.;;;;
Ohl;;;;
une;;;;
ile;;;;
deserteln;;;;
me;;;;
disais;;;;
-je;;;;
dans;;;;
moi;;;;
-;;;;
meme;;;;
	;;;;
et;;;;
je;;;;
la;;;;
devorais;;;;
des;;;;
yeux;;;;
...;;;;
Vers;;;;
la;;;;
fin;;;;
du;;;;
troisieme;;;;
jour;;;;
,;;;;
je;;;;
crus;;;;
que;;;;
nous;;;;
allions;;;;
avoir;;;;
un;;;;
grain;;;;
.;;;;
Le;;;;
ciel;;;;
s';;;;
etait;;;;
assombri;;;;
subitement;;;;
	;;;;
un;;;;
brouillard;;;;
epais;;;;
dansait;;;;
sur;;;;
le;;;;
fleuve;;;;
	;;;;
ha;;;;
l';;;;
avant;;;;
du;;;;
navire;;;;
on;;;;
avait;;;;
allume;;;;
une;;;;
grosse;;;;
lanterne;;;;
,;;;;
et;;;;
,;;;;
ma;;;;
foi;;;;
,;;;;
en;;;;
presence;;;;
de;;;;
tous;;;;
ces;;;;
symptomes;;;;
,;;;;
je;;;;
commencais;;;;
a;;;;
etre;;;;
emu;;;;
...;;;;
A;;;;
ce;;;;
moment;;;;
,;;;;
quelqu';;;;
un;;;;
dit;;;;
pres;;;;
de;;;;
moi;;;;
:;;;;
aVoila;;;;
Lyon;;;;
ln;;;;
En;;;;
meme;;;;
temps;;;;
la;;;;
grosse;;;;
cloche;;;;
se;;;;
mit;;;;
a;;;;
sonner;;;;
.;;;;
C';;;;
etait;;;;
Lyon;;;;
.;;;;
Confusement;;;;
